processing,K,trainingSize,testingSize,ratio
none,11,0.4,0.6,0.88
none,9,0.4,0.6,0.88
none,12,0.4,0.6,0.88
none,10,0.4,0.6,0.87
none,11,0.4,0.6,0.87
none,3,0.5,0.5,0.94
none,12,0.4,0.6,0.86
none,4,0.5,0.5,0.92
none,3,0.4,0.6,0.89
none,5,0.5,0.5,0.92
none,4,0.4,0.6,0.88
none,6,0.5,0.5,0.90
none,5,0.4,0.6,0.87
none,7,0.5,0.5,0.91
none,6,0.4,0.6,0.88
none,8,0.5,0.5,0.90
none,7,0.4,0.6,0.88
none,9,0.5,0.5,0.90
none,8,0.4,0.6,0.88
none,10,0.5,0.5,0.89
none,9,0.4,0.6,0.88
none,11,0.5,0.5,0.88
none,10,0.4,0.6,0.86
none,12,0.5,0.5,0.89
none,11,0.4,0.6,0.90
none,3,0.5,0.5,0.94
none,12,0.4,0.6,0.88
none,4,0.5,0.5,0.91
none,3,0.5,0.5,0.93
none,5,0.5,0.5,0.93
none,4,0.5,0.5,0.92
none,6,0.5,0.5,0.90
none,5,0.5,0.5,0.91
none,7,0.5,0.5,0.90
none,6,0.5,0.5,0.91
none,8,0.5,0.5,0.90
none,7,0.5,0.5,0.90
none,9,0.5,0.5,0.91
none,8,0.5,0.5,0.89
none,10,0.5,0.5,0.89
none,9,0.5,0.5,0.90
none,11,0.5,0.5,0.88
none,10,0.5,0.5,0.90
none,12,0.5,0.5,0.89
none,11,0.5,0.5,0.90
none,3,0.5,0.5,0.93
none,12,0.5,0.5,0.88
none,4,0.5,0.5,0.91
none,3,0.5,0.5,0.94
none,5,0.5,0.5,0.92
none,4,0.5,0.5,0.91
none,6,0.5,0.5,0.90
none,5,0.5,0.5,0.91
none,7,0.5,0.5,0.90
none,6,0.5,0.5,0.89
none,8,0.5,0.5,0.90
none,7,0.5,0.5,0.89
none,9,0.5,0.5,0.90
none,8,0.5,0.5,0.89
none,10,0.5,0.5,0.89
none,9,0.5,0.5,0.90
none,11,0.5,0.5,0.89
none,10,0.5,0.5,0.89
none,12,0.5,0.5,0.89
none,11,0.5,0.5,0.89
none,3,0.5,0.5,0.93
none,12,0.5,0.5,0.89
none,4,0.5,0.5,0.90
none,3,0.5,0.5,0.93
none,5,0.5,0.5,0.92
none,4,0.5,0.5,0.91
none,6,0.5,0.5,0.90
none,5,0.5,0.5,0.93
none,7,0.5,0.5,0.91
none,6,0.5,0.5,0.90
none,8,0.5,0.5,0.90
none,7,0.5,0.5,0.90
none,9,0.5,0.5,0.90
none,8,0.5,0.5,0.90
none,10,0.5,0.5,0.90
none,9,0.5,0.5,0.89
none,11,0.5,0.5,0.88
none,10,0.5,0.5,0.89
none,12,0.5,0.5,0.90
none,11,0.5,0.5,0.89
none,3,0.5,0.5,0.94
none,12,0.5,0.5,0.89
none,4,0.5,0.5,0.92
none,3,0.5,0.5,0.94
none,5,0.5,0.5,0.91
none,4,0.5,0.5,0.92
none,6,0.5,0.5,0.90
none,5,0.5,0.5,0.92
none,7,0.5,0.5,0.90
none,6,0.5,0.5,0.90
none,8,0.5,0.5,0.89
none,7,0.5,0.5,0.90
none,9,0.5,0.5,0.89
none,8,0.5,0.5,0.90
none,10,0.5,0.5,0.89
none,9,0.5,0.5,0.90
none,11,0.5,0.5,0.89
none,10,0.5,0.5,0.90
none,12,0.5,0.5,0.88
none,11,0.5,0.5,0.89
none,3,0.5,0.5,0.94
none,12,0.5,0.5,0.88
none,4,0.5,0.5,0.90
none,3,0.5,0.5,0.94
none,5,0.5,0.5,0.91
none,4,0.5,0.5,0.91
none,6,0.5,0.5,0.91
none,5,0.5,0.5,0.93
none,7,0.5,0.5,0.90
none,6,0.5,0.5,0.90
none,8,0.5,0.5,0.90
none,7,0.5,0.5,0.90
none,9,0.5,0.5,0.88
none,8,0.5,0.5,0.90
none,10,0.5,0.5,0.88
none,9,0.5,0.5,0.91
none,11,0.5,0.5,0.89
none,10,0.5,0.5,0.89
none,12,0.5,0.5,0.88
none,11,0.5,0.5,0.89
none,3,0.5,0.5,0.94
none,12,0.5,0.5,0.89
none,4,0.5,0.5,0.91
none,3,0.5,0.5,0.93
none,5,0.5,0.5,0.91
none,4,0.5,0.5,0.91
none,6,0.5,0.5,0.91
none,5,0.5,0.5,0.91
none,7,0.5,0.5,0.90
none,6,0.5,0.5,0.91
none,8,0.5,0.5,0.90
none,7,0.5,0.5,0.91
none,9,0.5,0.5,0.90
none,8,0.5,0.5,0.90
none,10,0.5,0.5,0.88
none,9,0.5,0.5,0.89
none,11,0.5,0.5,0.89
none,10,0.5,0.5,0.89
none,12,0.5,0.5,0.89
none,11,0.5,0.5,0.89
none,3,0.5,0.5,0.94
none,12,0.5,0.5,0.89
none,4,0.5,0.5,0.91
none,3,0.5,0.5,0.94
none,5,0.5,0.5,0.92
none,4,0.5,0.5,0.92
none,6,0.5,0.5,0.90
none,5,0.5,0.5,0.92
none,7,0.5,0.5,0.90
none,6,0.5,0.5,0.91
none,8,0.5,0.5,0.88
none,7,0.5,0.5,0.91
none,9,0.5,0.5,0.91
none,8,0.5,0.5,0.88
